T_ID,Departuretraine,Departure_Time,Traine_Duration_Minutes,train_Status,Distance_Miles,Travel_Purpose,Seat_Class,train_Satisfaction_Score,Delay_Minutes,No_Show,Weather_Impact
F590,Katihar–Amritsar Express  ,12/16/2024 14:40,244,On-time,1203,Business,Economy,5.1,6,1,0
F1594,Ranikhet Express  ,8/19/2024 1:13,139,On-time,1450,Emergency,Premium Economy,8,5,0,0
F1817,Purushottam Express  ,08-11-2023 11:22,212,On-time,1173,Business,Economy,6.3,1,0,0
F1328,Brahmaputra Mail  ,6/20/2024 1:26,99,Cancelled,1088,Family,Business,5.9,2,1,0
F1576,Sushasan Express  ,08-04-2023 12:59,174,On-time,1397,Business,Economy,5.1,14,0,0
F1523,NDLS–LKO AC SF Express  ,02-02-2025 01:57,135,Delayed,368,Emergency,Economy,6.9,12,0,1
F1741,Anand Vihar–Kamakhya Express  ,1/17/2024 14:50,211,On-time,834,Family,Economy,8.7,2,0,0
F1272,Katihar–Amritsar Express  ,7/22/2024 18:58,126,On-time,468,Business,Premium Economy,3.4,5,0,0
F1310,Ranikhet Express  ,7/29/2023 8:51,134,Delayed,1583,Business,Business,3.2,11,1,0
F934,Purushottam Express  ,6/27/2024 23:25,173,On-time,1683,Business,Economy,7.7,7,0,0
F532,Brahmaputra Mail  ,01-02-2025 23:31,146,On-time,1129,Business,Economy,4.5,3,0,0
F1331,Kalindi Express  ,7/29/2024 10:43,149,On-time,1770,Family,Economy,5.8,19,0,1
F147,Farakka Express,6/18/2023 10:00,238,On-time,907,Family,Economy,5.2,15,0,0
F864,Sushasan Express  ,12/20/2024 13:36,185,On-time,1041,Emergency,Economy,6.7,1,0,0
F1835,NDLS–LKO AC SF Express  ,1/25/2025 13:48,159,On-time,1327,Leisure,Economy,7.6,4,0,1
F580,Anand Vihar–Kamakhya Express  ,11-05-2023 04:23,131,On-time,1367,Leisure,Economy,5.4,6,0,0
F1823,Katihar–Amritsar Express  ,06-07-2023 09:11,51,On-time,1481,Business,Economy,8.3,8,0,0
F325,Ranikhet Express  ,9/19/2023 16:32,226,Cancelled,704,Family,Premium Economy,5.6,4,0,0
F1701,Purushottam Express  ,3/24/2025 9:44,143,Cancelled,1104,Leisure,Economy,5,2,0,0
F1329,Brahmaputra Mail  ,11/14/2023 8:46,174,Delayed,585,Emergency,Economy,6.3,36,0,0
F1263,Sushasan Express  ,12/20/2024 21:39,270,On-time,1167,Business,Economy,6.2,21,0,0
F1980,NDLS–LKO AC SF Express  ,2/22/2025 20:21,142,On-time,1008,Family,Premium Economy,6.2,1,0,1
F1334,Anand Vihar–Kamakhya Express  ,10/19/2024 10:01,121,On-time,1196,Emergency,First,5.7,5,0,0
F669,Katihar–Amritsar Express  ,09-09-2023 22:37,167,On-time,1891,Emergency,Premium Economy,7.6,2,0,0
F1407,Ranikhet Express  ,6/23/2023 5:06,208,Delayed,701,Leisure,Business,7.4,8,0,0
F58,Purushottam Express  ,6/27/2024 23:09,155,On-time,1159,Family,Economy,8.6,2,0,0
F938,Brahmaputra Mail  ,9/13/2023 15:21,97,On-time,1332,Family,Economy,6,28,0,0
F899,Kalindi Express  ,09-04-2024 16:24,189,On-time,1694,Family,Economy,7.3,10,0,0
F697,Farakka Express,4/21/2025 17:55,259,Cancelled,1418,Emergency,Economy,10,15,0,0
F945,Sushasan Express  ,7/14/2023 11:29,210,Delayed,721,Family,Business,3.7,5,0,0
F1201,NDLS–LKO AC SF Express  ,03-02-2025 00:32,227,On-time,1356,Business,Economy,6.1,1,0,0
F1956,Anand Vihar–Kamakhya Express  ,11-08-2024 05:29,47,On-time,1308,Business,Premium Economy,8.2,22,0,0
F1033,Katihar–Amritsar Express  ,02-11-2025 02:31,206,On-time,1258,Emergency,Business,7.6,12,0,0
F1063,Ranikhet Express  ,08-03-2023 12:37,140,On-time,1400,Leisure,Premium Economy,10,10,0,0
F1532,Purushottam Express  ,9/25/2023 17:32,86,On-time,1397,Emergency,Business,7.3,10,0,0
F982,Brahmaputra Mail  ,12/23/2024 20:04,122,On-time,857,Leisure,First,8.3,8,0,0
F1403,Sushasan Express  ,02-08-2025 12:59,89,Cancelled,1596,Leisure,Premium Economy,8,4,0,0
F704,NDLS–LKO AC SF Express  ,7/26/2024 18:07,282,On-time,528,Family,Economy,5,11,0,0
F303,Anand Vihar–Kamakhya Express  ,3/25/2025 18:56,147,On-time,1457,Business,Economy,7.6,14,0,0
F1191,Katihar–Amritsar Express  ,12/27/2024 3:18,164,On-time,1353,Emergency,Economy,6.8,4,0,0
F185,Ranikhet Express  ,03-09-2025 09:56,165,On-time,954,Business,Economy,9.7,7,0,0
F1569,Purushottam Express  ,10/24/2024 20:23,143,On-time,934,Family,Economy,7.2,0,0,0
F1813,Brahmaputra Mail  ,1/16/2025 23:56,129,On-time,1443,Family,Business,5.6,8,0,0
F888,Kalindi Express  ,6/26/2023 7:22,187,Cancelled,1147,Family,Economy,5.9,1,0,0
F371,Farakka Express,5/19/2024 16:33,208,Delayed,1560,Family,Economy,6.8,2,0,1
F1622,Sushasan Express  ,10-03-2024 15:31,203,Cancelled,1411,Leisure,Economy,8,4,1,0
F1995,NDLS–LKO AC SF Express  ,06-08-2024 17:53,219,On-time,1378,Emergency,Economy,5.9,0,0,1
F950,Anand Vihar–Kamakhya Express  ,2/21/2025 23:28,171,On-time,1324,Leisure,Premium Economy,5.9,23,1,0
F409,Katihar–Amritsar Express  ,3/21/2025 6:50,237,On-time,750,Business,Economy,8.5,6,0,1
F1871,Ranikhet Express  ,1/24/2024 1:41,228,On-time,1291,Business,Business,4.1,2,0,0
F1495,Purushottam Express  ,11/25/2023 10:43,139,On-time,563,Family,Economy,6.7,21,0,0
F1437,Brahmaputra Mail  ,5/18/2023 3:05,185,On-time,1095,Emergency,First,5.9,40,0,0
F1238,Sushasan Express  ,10/25/2024 15:40,197,On-time,1482,Emergency,Economy,6.5,9,0,0
F1801,NDLS–LKO AC SF Express  ,11-01-2023 06:39,125,On-time,1438,Emergency,Economy,6,13,0,1
F1004,Anand Vihar–Kamakhya Express  ,11-10-2023 21:43,181,On-time,1500,Leisure,Business,7.9,2,0,0
F290,Katihar–Amritsar Express  ,7/13/2023 23:07,189,On-time,680,Business,Economy,7.6,4,0,1
F132,Ranikhet Express  ,7/26/2024 10:01,155,On-time,1031,Business,Economy,8.5,10,0,0
F401,Purushottam Express  ,09-10-2024 11:19,159,On-time,1226,Family,Economy,5.6,27,0,0
F1638,Brahmaputra Mail  ,7/27/2023 7:01,151,On-time,1061,Leisure,Business,5.2,1,0,0
F889,Kalindi Express  ,9/16/2024 12:01,116,On-time,1624,Business,Business,9.6,0,0,1
F818,Farakka Express,03-08-2024 18:04,149,On-time,1645,Leisure,Premium Economy,5.9,3,0,1
F549,Sushasan Express  ,08-01-2023 11:25,141,On-time,1140,Leisure,Economy,7.3,7,0,0
F1453,NDLS–LKO AC SF Express  ,11/14/2023 8:18,108,On-time,1465,Family,Business,8.7,11,0,0
F1112,Anand Vihar–Kamakhya Express  ,10-04-2024 12:59,247,On-time,1610,Leisure,Economy,7,0,0,1
F86,Katihar–Amritsar Express  ,01-04-2025 23:02,158,On-time,1181,Family,Economy,6,22,0,0
F1721,Ranikhet Express  ,1/19/2025 23:02,102,On-time,1169,Family,Economy,3.3,7,0,0
F91,Purushottam Express  ,12/24/2024 20:59,248,On-time,1461,Leisure,Premium Economy,5.8,15,0,0
F280,Brahmaputra Mail  ,2/26/2024 1:32,153,On-time,1176,Family,Economy,6.7,15,0,1
F1347,Sushasan Express  ,3/17/2025 12:16,142,On-time,1075,Family,Business,9.6,12,0,0
F285,NDLS–LKO AC SF Express  ,10-06-2023 00:32,178,On-time,623,Family,Economy,4.9,1,0,0
F1184,Anand Vihar–Kamakhya Express  ,9/20/2023 4:45,290,On-time,1105,Leisure,Economy,8.8,3,0,1
F1997,Katihar–Amritsar Express  ,11-08-2024 17:48,297,On-time,819,Business,Premium Economy,7.3,4,0,1
F551,Ranikhet Express  ,3/27/2025 0:55,114,Cancelled,1102,Leisure,Economy,5.2,10,0,0
F173,Purushottam Express  ,7/31/2024 16:00,197,On-time,979,Family,Economy,6.9,4,0,0
F1780,Brahmaputra Mail  ,9/30/2023 3:18,250,Delayed,1086,Emergency,Economy,6.9,2,0,0
F676,Kalindi Express  ,1/18/2024 7:12,60,Delayed,1100,Emergency,Economy,5.4,21,0,0
F209,Farakka Express,11-09-2023 18:07,135,On-time,1059,Business,Economy,5.9,0,0,0
F1351,Sushasan Express  ,2/14/2025 21:07,122,On-time,1463,Leisure,Business,5.4,5,0,0
F854,NDLS–LKO AC SF Express  ,01-04-2024 06:30,165,On-time,799,Emergency,Premium Economy,6.2,13,0,0
F605,Anand Vihar–Kamakhya Express  ,05-10-2023 10:02,198,Delayed,1533,Family,Premium Economy,4.6,9,0,0
F1781,Katihar–Amritsar Express  ,4/26/2023 12:42,180,On-time,540,Business,Business,8,3,0,0
F625,Ranikhet Express  ,10/28/2024 6:55,212,On-time,692,Leisure,Economy,7,21,0,0
F1759,Purushottam Express  ,8/18/2024 20:59,254,On-time,1374,Leisure,Economy,5,5,0,0
F351,Brahmaputra Mail  ,09-07-2024 06:52,119,On-time,822,Emergency,Premium Economy,6.3,2,0,0
F820,Sushasan Express  ,01-08-2024 17:36,95,On-time,1753,Family,Business,5.9,16,0,0
F1413,NDLS–LKO AC SF Express  ,10-12-2024 22:02,152,Delayed,1505,Family,Economy,7.7,27,0,0
F620,Anand Vihar–Kamakhya Express  ,12/31/2024 5:05,215,Delayed,1206,Family,Economy,6.2,6,0,0
F1153,Katihar–Amritsar Express  ,02-04-2025 12:27,146,On-time,1223,Business,Economy,7.4,17,0,0
F1128,Ranikhet Express  ,4/17/2025 21:17,159,On-time,1176,Emergency,Economy,5.6,2,0,0
F1152,Purushottam Express  ,7/24/2024 10:54,193,On-time,1041,Emergency,Premium Economy,4.7,1,0,0
F677,Brahmaputra Mail  ,2/13/2024 2:57,221,On-time,1193,Emergency,Economy,8.5,5,0,0
F410,Kalindi Express  ,7/24/2023 13:13,193,Delayed,952,Business,Premium Economy,8.1,20,0,0
F1694,Farakka Express,2/14/2024 8:42,202,On-time,1370,Business,Economy,7.9,15,0,0
F1419,Sushasan Express  ,6/17/2024 4:10,90,Delayed,1191,Emergency,Premium Economy,5.1,0,0,0
F762,NDLS–LKO AC SF Express  ,10/19/2024 23:59,206,On-time,1447,Leisure,Economy,9.2,30,0,0
F33,Anand Vihar–Kamakhya Express  ,4/29/2023 0:28,165,On-time,992,Leisure,Economy,7.7,9,0,0
F831,Katihar–Amritsar Express  ,03-01-2024 17:51,205,On-time,1357,Leisure,Economy,9.9,11,0,0
F931,Ranikhet Express  ,11/26/2024 5:41,155,On-time,1858,Leisure,Economy,5.9,41,0,0
F1561,Purushottam Express  ,2/24/2025 16:20,204,Delayed,1281,Family,Economy,4.1,27,0,0
F72,Brahmaputra Mail  ,9/24/2024 14:36,232,On-time,1042,Leisure,Economy,8.5,19,0,0
F16,Sushasan Express  ,11-05-2024 05:24,146,Delayed,948,Family,Economy,6.9,30,1,0
F538,NDLS–LKO AC SF Express  ,04-05-2025 06:02,155,On-time,1191,Leisure,First,7.7,5,0,0
F670,Anand Vihar–Kamakhya Express  ,03-08-2025 07:21,128,On-time,1548,Family,Business,6.1,11,0,0
F1951,Katihar–Amritsar Express  ,8/23/2024 20:52,152,On-time,534,Emergency,Business,6.7,7,0,0
F1884,Ranikhet Express  ,4/14/2024 18:55,242,On-time,1298,Family,Premium Economy,6.5,18,0,1
F1845,Purushottam Express  ,02-06-2025 12:37,245,Delayed,1748,Business,Economy,7,4,0,1
F179,Brahmaputra Mail  ,3/15/2025 6:00,174,On-time,1221,Leisure,Economy,8.7,8,0,0
F882,Kalindi Express  ,2/22/2024 7:29,146,Delayed,1284,Family,Premium Economy,6.1,30,0,0
F1892,Farakka Express,08-10-2023 12:25,147,On-time,649,Business,Premium Economy,5.7,3,0,1
F224,Sushasan Express  ,10-09-2023 11:04,151,On-time,1071,Emergency,Business,4.5,19,0,0
F892,NDLS–LKO AC SF Express  ,5/21/2023 23:28,163,On-time,720,Family,Economy,9.2,1,0,0
F1184,Anand Vihar–Kamakhya Express  ,2/21/2025 7:19,63,On-time,1887,Leisure,Premium Economy,8,2,0,0
F1609,Katihar–Amritsar Express  ,11/24/2024 3:13,78,On-time,959,Leisure,Premium Economy,7.6,3,0,0
F1458,Ranikhet Express  ,1/26/2025 2:17,191,On-time,603,Business,Economy,8.7,50,0,0
F1114,Purushottam Express  ,9/18/2023 9:16,236,On-time,1384,Family,Economy,7.5,25,1,0
F1549,Brahmaputra Mail  ,11/28/2023 7:43,243,On-time,1109,Emergency,Economy,7,6,0,0
F1618,Sushasan Express  ,12-08-2023 02:25,120,On-time,770,Business,Economy,5.1,8,0,0
F288,NDLS–LKO AC SF Express  ,4/24/2024 1:07,52,On-time,1230,Emergency,Economy,4.3,36,0,0
F850,Anand Vihar–Kamakhya Express  ,12/31/2024 5:43,178,Cancelled,1405,Leisure,Business,5.4,30,0,0
F896,Katihar–Amritsar Express  ,1/19/2024 7:16,226,On-time,880,Family,Business,7,3,0,0
F1621,Ranikhet Express  ,7/15/2024 7:00,193,On-time,1368,Business,Economy,5.4,1,0,0
F397,Purushottam Express  ,02-07-2025 17:40,188,On-time,1162,Family,Premium Economy,9,6,0,0
F13,Brahmaputra Mail  ,12/18/2023 11:22,165,On-time,1087,Family,Economy,7.2,6,0,0
F97,Kalindi Express  ,12-02-2024 10:27,143,Delayed,809,Emergency,Economy,5,2,0,0
F1250,Farakka Express,2/28/2025 5:12,170,On-time,1253,Leisure,Business,7.1,18,0,0
F929,Sushasan Express  ,12/20/2023 6:18,162,Cancelled,1428,Emergency,Economy,8.1,1,0,0
F772,NDLS–LKO AC SF Express  ,11/30/2024 14:21,188,On-time,912,Emergency,Premium Economy,8.4,14,0,0
F245,Anand Vihar–Kamakhya Express  ,8/30/2023 14:50,136,On-time,535,Leisure,Economy,10,20,0,0
F1726,Katihar–Amritsar Express  ,02-04-2024 17:07,273,On-time,1395,Leisure,Premium Economy,5.5,4,0,0
F981,Ranikhet Express  ,10-02-2023 07:44,227,Delayed,1461,Business,Premium Economy,7.1,0,0,0
F1964,Purushottam Express  ,04-02-2025 19:27,129,On-time,587,Leisure,Business,6.3,2,0,0
F1135,Brahmaputra Mail  ,5/26/2023 6:42,145,On-time,1083,Leisure,Economy,7.2,11,0,0
F453,Sushasan Express  ,3/22/2024 1:25,151,On-time,1048,Business,First,7,18,0,1
F345,NDLS–LKO AC SF Express  ,12/20/2024 21:04,188,On-time,1170,Emergency,Business,5.3,5,0,0
F230,Anand Vihar–Kamakhya Express  ,04-03-2025 02:45,176,Delayed,871,Business,Economy,7.8,4,0,0
F1078,Katihar–Amritsar Express  ,8/13/2024 22:39,127,On-time,1346,Business,Business,8.3,0,0,0
F1892,Ranikhet Express  ,10/29/2023 17:46,235,On-time,1088,Emergency,Economy,6.7,5,0,1
F975,Purushottam Express  ,1/13/2024 16:39,138,On-time,1269,Business,Business,5.3,6,0,0
F159,Brahmaputra Mail  ,3/18/2024 18:20,73,On-time,964,Emergency,Economy,9,9,0,0
F1106,Kalindi Express  ,07-04-2024 07:55,218,On-time,1220,Business,First,6.2,6,0,0
F1531,Farakka Express,02-05-2025 22:33,153,On-time,1550,Emergency,First,6,1,0,0
F21,Sushasan Express  ,02-04-2025 21:20,190,On-time,1261,Emergency,Economy,7.2,28,1,0
F1464,NDLS–LKO AC SF Express  ,12/23/2023 7:42,159,On-time,879,Family,Premium Economy,7.9,2,0,1
F735,Anand Vihar–Kamakhya Express  ,3/17/2024 3:56,119,On-time,1742,Family,Business,7.6,2,0,1
F875,Katihar–Amritsar Express  ,4/15/2025 3:02,251,Delayed,804,Business,Economy,5.8,6,0,0
F1031,Ranikhet Express  ,2/28/2025 16:35,174,On-time,1621,Emergency,Economy,9.6,4,0,0
F848,Purushottam Express  ,02-10-2024 21:48,165,On-time,1009,Leisure,Economy,6.1,23,0,0
F1032,Brahmaputra Mail  ,7/14/2023 4:18,200,Delayed,1518,Family,Business,7.1,3,0,0
F1335,Sushasan Express  ,4/18/2025 17:52,163,On-time,805,Family,First,5.6,4,0,0
F1806,NDLS–LKO AC SF Express  ,3/13/2024 20:37,229,Cancelled,1219,Emergency,Economy,9.6,3,0,0
F862,Anand Vihar–Kamakhya Express  ,11-04-2023 22:15,140,On-time,937,Emergency,Economy,9.2,10,0,0
F1702,Katihar–Amritsar Express  ,11/16/2024 18:42,269,On-time,1599,Emergency,Economy,6.6,32,0,0
F69,Ranikhet Express  ,07-06-2023 12:09,45,On-time,1219,Leisure,Business,4.5,1,0,1
F1668,Purushottam Express  ,7/18/2024 11:10,75,On-time,1179,Emergency,First,5.9,34,0,0
F1513,Brahmaputra Mail  ,12-06-2023 17:38,179,On-time,1774,Leisure,Business,5.5,10,0,0
F1907,Kalindi Express  ,09-06-2024 17:29,218,On-time,1049,Emergency,Economy,9.1,4,0,0
F1986,Farakka Express,07-12-2023 11:54,207,On-time,1275,Leisure,Premium Economy,8.5,16,0,0
F1006,Sushasan Express  ,12/15/2024 15:56,164,On-time,1630,Business,Economy,5.7,3,0,1
F893,NDLS–LKO AC SF Express  ,10-02-2023 23:38,125,On-time,1337,Family,Economy,4,4,0,1
F581,Anand Vihar–Kamakhya Express  ,11-07-2024 04:32,153,On-time,1304,Leisure,Economy,6.4,27,0,0
F337,Katihar–Amritsar Express  ,06-01-2023 09:31,94,On-time,999,Family,Economy,5.2,16,0,0
F1131,Ranikhet Express  ,02-02-2025 05:52,85,On-time,1374,Family,Economy,9.6,19,0,0
F1263,Purushottam Express  ,3/25/2024 13:08,132,On-time,565,Leisure,Business,7,4,0,0
F388,Brahmaputra Mail  ,5/14/2024 6:24,248,On-time,1529,Business,Economy,5.1,5,0,0
F829,Sushasan Express  ,02-08-2024 19:04,149,On-time,1140,Business,Economy,8,1,0,0
F1151,NDLS–LKO AC SF Express  ,3/23/2025 0:41,258,On-time,1697,Business,Premium Economy,6.8,10,0,0
F287,Anand Vihar–Kamakhya Express  ,7/23/2023 7:18,135,On-time,1116,Business,Economy,6.8,12,0,0
F1702,Katihar–Amritsar Express  ,7/20/2023 18:37,82,On-time,1108,Emergency,Economy,9.4,11,0,1
F1545,Ranikhet Express  ,04-09-2025 01:14,187,On-time,1413,Family,Economy,7.8,21,1,0
F35,Purushottam Express  ,2/23/2025 6:21,294,On-time,1268,Family,Economy,5,1,0,0
F1889,Brahmaputra Mail  ,7/14/2023 5:57,214,On-time,810,Family,Economy,8.6,3,0,0
F466,Kalindi Express  ,11-05-2024 17:59,193,On-time,1155,Emergency,Economy,7.1,9,0,0
F1279,Farakka Express,1/18/2025 12:42,59,On-time,1302,Business,Premium Economy,7.5,2,0,1
F250,Sushasan Express  ,10/15/2023 2:14,294,On-time,1138,Emergency,Economy,9.7,9,0,0
F1376,NDLS–LKO AC SF Express  ,12/16/2023 7:14,199,On-time,1275,Leisure,Premium Economy,8,21,0,0
F1346,Anand Vihar–Kamakhya Express  ,4/21/2025 11:44,257,On-time,1429,Family,Economy,5.4,13,0,1
F732,Katihar–Amritsar Express  ,11/15/2023 15:25,137,On-time,1023,Leisure,Economy,8.2,0,0,0
F1177,Ranikhet Express  ,3/28/2025 14:34,149,On-time,1531,Business,Economy,4.8,2,0,0
F69,Purushottam Express  ,05-04-2024 04:58,246,On-time,1354,Family,Economy,6.1,1,0,0
F1120,Brahmaputra Mail  ,5/16/2023 18:50,242,On-time,688,Family,Economy,6.6,8,0,0
F729,Sushasan Express  ,6/15/2024 14:23,206,Delayed,933,Business,Economy,9.1,9,0,0
F944,NDLS–LKO AC SF Express  ,4/17/2025 0:22,240,On-time,361,Emergency,Economy,10,19,0,0
F157,Anand Vihar–Kamakhya Express  ,6/26/2023 23:45,298,On-time,1327,Family,Premium Economy,8.1,4,0,0
F338,Katihar–Amritsar Express  ,04-07-2024 09:18,132,On-time,699,Leisure,Economy,5,8,0,1
F1378,Ranikhet Express  ,10/15/2023 13:41,112,Cancelled,1093,Business,Economy,7.6,2,0,1
F1916,Purushottam Express  ,02-08-2024 18:24,175,On-time,1388,Emergency,Premium Economy,5.6,3,0,0
F711,Brahmaputra Mail  ,9/28/2024 4:44,121,On-time,823,Emergency,Premium Economy,9,18,0,0
F1523,Kalindi Express  ,07-08-2024 06:46,62,On-time,992,Family,Economy,7.3,8,0,0
F589,Farakka Express,7/25/2023 11:39,175,On-time,1560,Leisure,Economy,5.4,0,0,0
F1722,Sushasan Express  ,11/23/2023 11:13,239,On-time,975,Business,Premium Economy,8.6,9,0,1
F774,NDLS–LKO AC SF Express  ,10/28/2023 8:47,152,On-time,869,Business,Economy,7.8,4,0,0
F1335,Anand Vihar–Kamakhya Express  ,09-04-2024 10:24,239,On-time,1859,Leisure,Business,9.2,8,0,0
F1606,Katihar–Amritsar Express  ,12/28/2023 14:09,228,On-time,856,Business,Business,6.6,4,0,0
F251,Ranikhet Express  ,11-01-2024 17:23,55,On-time,1029,Family,Economy,7.7,6,0,0
F1628,Purushottam Express  ,5/17/2024 19:06,239,On-time,1428,Emergency,Premium Economy,6,5,0,0
F1221,Brahmaputra Mail  ,6/21/2023 0:52,210,On-time,912,Business,Premium Economy,6.8,3,0,0
F746,Sushasan Express  ,1/22/2025 6:56,171,On-time,1263,Emergency,Economy,7.6,3,0,0
F408,NDLS–LKO AC SF Express  ,04-11-2025 02:49,194,On-time,1381,Emergency,Economy,8,7,0,0
F1545,Anand Vihar–Kamakhya Express  ,6/27/2023 20:20,282,On-time,1293,Business,Economy,5,14,0,0
F653,Katihar–Amritsar Express  ,03-01-2025 02:30,249,Cancelled,769,Family,Economy,6.2,15,0,0
F664,Ranikhet Express  ,9/13/2024 14:35,207,On-time,1544,Family,Economy,5.9,18,1,0
F523,Purushottam Express  ,10/21/2023 12:15,201,On-time,1420,Family,Economy,4.4,9,0,0
F1178,Brahmaputra Mail  ,12/14/2023 9:54,73,On-time,1079,Emergency,Business,7.9,7,0,1
F435,Kalindi Express  ,06-05-2024 05:51,170,On-time,1256,Business,Economy,9.5,6,0,0
F1340,Farakka Express,2/19/2024 21:44,156,On-time,1647,Leisure,Economy,9.8,5,0,0
F1688,Sushasan Express  ,06-05-2024 00:16,216,On-time,1322,Emergency,Economy,6.3,5,0,0
F1958,NDLS–LKO AC SF Express  ,3/19/2025 19:07,159,On-time,1125,Family,Economy,9.5,6,0,0
F532,Anand Vihar–Kamakhya Express  ,12-06-2024 06:10,261,On-time,542,Emergency,Economy,7,11,0,0
F1166,Katihar–Amritsar Express  ,3/22/2025 9:46,143,On-time,1395,Business,Economy,8.2,1,0,0
F256,Ranikhet Express  ,12/17/2023 5:47,258,Delayed,1222,Emergency,Economy,5.2,1,0,0
F1612,Purushottam Express  ,4/13/2024 5:08,107,Delayed,892,Emergency,Economy,7,18,0,1
F1616,Brahmaputra Mail  ,10-12-2024 02:00,242,On-time,1448,Emergency,Economy,8.7,2,0,0
F1240,Sushasan Express  ,08-02-2024 14:07,203,Delayed,1607,Family,First,7.3,14,0,0
F1262,NDLS–LKO AC SF Express  ,11-02-2023 06:44,267,On-time,1177,Family,Business,9.2,2,0,0
F488,Anand Vihar–Kamakhya Express  ,4/19/2024 3:06,257,On-time,495,Business,Premium Economy,5.5,13,0,0
F905,Katihar–Amritsar Express  ,7/31/2023 18:27,239,On-time,1146,Emergency,Premium Economy,10,2,0,0
F1230,Ranikhet Express  ,7/18/2024 10:27,240,Cancelled,1525,Business,Economy,8.2,8,0,0
F6,Purushottam Express  ,08-01-2023 18:07,181,On-time,1474,Business,Premium Economy,8.2,5,0,0
F190,Brahmaputra Mail  ,06-10-2024 22:38,185,On-time,1378,Business,Economy,4.6,13,0,0
F1229,Kalindi Express  ,4/16/2024 18:27,171,On-time,1182,Leisure,Economy,5,9,0,1
F1786,Farakka Express,03-08-2024 19:52,256,On-time,1684,Leisure,Economy,6.2,8,0,0
F1448,Sushasan Express  ,06-12-2023 17:37,215,On-time,1109,Family,First,4.9,9,0,0
F958,NDLS–LKO AC SF Express  ,11/29/2023 7:15,249,On-time,1199,Leisure,Business,7.8,20,0,0
F1883,Anand Vihar–Kamakhya Express  ,11/23/2023 0:20,159,Delayed,1304,Business,Economy,8.6,3,0,0
F354,Katihar–Amritsar Express  ,6/20/2023 4:20,136,On-time,1215,Leisure,Premium Economy,8.9,21,0,0
F9,Ranikhet Express  ,11/17/2024 12:33,245,On-time,1585,Business,Premium Economy,5.5,5,0,0
F1506,Purushottam Express  ,3/29/2024 16:29,260,On-time,1443,Leisure,First,5.8,20,0,0
F519,Brahmaputra Mail  ,04-12-2025 20:55,221,Cancelled,1083,Emergency,Economy,7.1,5,0,0
F400,Sushasan Express  ,12/23/2024 1:28,72,On-time,1129,Emergency,Premium Economy,8,21,0,0
F457,NDLS–LKO AC SF Express  ,04-09-2025 22:41,154,Delayed,1227,Family,Premium Economy,8.6,10,0,1
F1069,Anand Vihar–Kamakhya Express  ,9/25/2023 11:40,327,Delayed,1537,Emergency,Premium Economy,8.3,17,0,0
F180,Katihar–Amritsar Express  ,7/20/2023 18:43,156,On-time,658,Emergency,Economy,6.2,9,0,0
F102,Ranikhet Express  ,7/28/2023 15:16,116,Delayed,1051,Family,Premium Economy,5.9,11,0,0
F840,Purushottam Express  ,9/19/2023 1:26,139,On-time,807,Leisure,Premium Economy,9.2,5,0,0
F70,Brahmaputra Mail  ,12/24/2024 11:57,121,On-time,1326,Emergency,Economy,4.6,4,1,1
F1617,Kalindi Express  ,06-08-2023 12:32,225,On-time,871,Leisure,Economy,5.2,24,0,1
F1877,Farakka Express,8/14/2024 3:54,210,On-time,1071,Leisure,Economy,6.5,9,0,0
F685,Sushasan Express  ,05-06-2023 03:35,213,On-time,877,Family,Business,7,9,0,0
F1146,NDLS–LKO AC SF Express  ,9/28/2024 3:43,197,On-time,1024,Emergency,Business,7.3,31,0,1
F1242,Anand Vihar–Kamakhya Express  ,09-12-2024 11:55,137,Cancelled,1453,Emergency,Premium Economy,5.4,6,0,0
F1811,Katihar–Amritsar Express  ,6/20/2023 6:26,177,On-time,1644,Emergency,Economy,5.4,0,0,1
